wrow,wcol,rlu,filename,plate_number,types,sample_id,dilution,bleed,treatment,virus,experiment_id,neutralisation,exclude
D,2,10500000,NA,7,x,Mouse 24,320,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,12.06348510,FALSE
D,3,10700000,NA,7,x,Mouse 24,320,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,10.38800105,FALSE
D,4,12080000,NA,7,x,Mouse 25,320,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,-1.17283883,FALSE
D,5,11130000,NA,7,x,Mouse 25,320,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,6.78571037,FALSE
D,6,10830000,NA,7,x,Mouse 26,320,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,9.29893643,FALSE
D,7,11010000,NA,7,x,Mouse 26,320,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,7.79100079,FALSE
D,8,9781000,NA,7,x,Mouse 27,320,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,18.08685022,FALSE
D,9,10210000,NA,7,x,Mouse 27,320,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,14.49293696,FALSE
D,10,10950000,NA,7,x,Mouse 28,320,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,8.29364600,FALSE
D,11,12200000,NA,7,x,Mouse 28,320,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,-2.17812925,FALSE
D,12,1850,NA,7,m,mAb (4F8),4000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,100.01089902,FALSE
E,1,13040000,NA,7,v,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,-9.21516223,FALSE
E,2,9910000,NA,7,x,Mouse 24,640,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,17.00616302,FALSE
E,3,11300000,NA,7,x,Mouse 24,640,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,5.36154893,FALSE
E,4,11470000,NA,7,x,Mouse 25,640,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,3.93738750,FALSE
E,5,12210000,NA,7,x,Mouse 25,640,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,-2.26190346,FALSE
E,6,11170000,NA,7,x,Mouse 26,640,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,6.45061356,FALSE
E,7,10920000,NA,7,x,Mouse 26,640,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,8.54496861,FALSE
E,8,11140000,NA,7,x,Mouse 27,640,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,6.70193616,FALSE
E,9,11240000,NA,7,x,Mouse 27,640,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,5.86419414,FALSE
E,10,11390000,NA,7,x,Mouse 28,640,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,4.60758111,FALSE
E,11,11610000,NA,7,x,Mouse 28,640,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,2.76454867,FALSE
E,12,2110,NA,7,m,mAb (4F8),8000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,100.00872089,FALSE
F,1,4741,NA,7,c,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,99.98667990,FALSE
F,2,10400000,NA,7,x,Mouse 24,1280,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,12.90122712,FALSE
F,3,11200000,NA,7,x,Mouse 24,1280,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,6.19929095,FALSE
F,4,11990000,NA,7,x,Mouse 25,1280,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,-0.41887101,FALSE
F,5,11460000,NA,7,x,Mouse 25,1280,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,4.02116170,FALSE
F,6,11560000,NA,7,x,Mouse 26,1280,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,3.18341968,FALSE
F,7,10910000,NA,7,x,Mouse 26,1280,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,8.62874281,FALSE
F,8,10050000,NA,7,x,Mouse 27,1280,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,15.83332419,FALSE
F,9,11010000,NA,7,x,Mouse 27,1280,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,7.79100079,FALSE
F,10,11310000,NA,7,x,Mouse 28,1280,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,5.27777473,FALSE
F,11,11210000,NA,7,x,Mouse 28,1280,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,6.11551675,FALSE
F,12,75630,NA,7,m,mAb (4F8),16000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,99.39281296,FALSE
G,1,3151,NA,7,c,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,100.00000000,FALSE
G,2,10800000,NA,7,x,Mouse 24,2560,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,9.55025903,FALSE
G,3,11100000,NA,7,x,Mouse 24,2560,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,7.03703297,FALSE
G,4,11540000,NA,7,x,Mouse 25,2560,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,3.35096808,FALSE
G,5,10950000,NA,7,x,Mouse 25,2560,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,8.29364600,FALSE
G,6,11450000,NA,7,x,Mouse 26,2560,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,4.10493590,FALSE
G,7,11080000,NA,7,x,Mouse 26,2560,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,7.20458138,FALSE
G,8,10170000,NA,7,x,Mouse 27,2560,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,14.82803376,FALSE
G,9,10870000,NA,7,x,Mouse 27,2560,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,8.96383962,FALSE
G,10,10690000,NA,7,x,Mouse 28,2560,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,10.47177526,FALSE
G,11,11600000,NA,7,x,Mouse 28,2560,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,2.84832287,FALSE
G,12,856600,NA,7,m,mAb (4F8),32000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,92.85029910,FALSE
H,1,3151,NA,7,c,,NA,terminal,NA,A/swine/Beijing/0301/2018 (H1N1),EX001,100.00000000,FALSE
H,2,10700000,NA,7,x,Mouse 24,5120,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,10.38800105,FALSE
H,3,11400000,NA,7,x,Mouse 24,5120,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,4.52380691,FALSE
H,4,11380000,NA,7,x,Mouse 25,5120,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,4.69135531,FALSE
H,5,11180000,NA,7,x,Mouse 25,5120,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,6.36683936,FALSE
H,6,11240000,NA,7,x,Mouse 26,5120,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,5.86419414,FALSE
H,7,11100000,NA,7,x,Mouse 26,5120,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,7.03703297,FALSE
H,8,10890000,NA,7,x,Mouse 27,5120,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,8.79629122,FALSE
H,9,10990000,NA,7,x,Mouse 27,5120,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,7.95854920,FALSE
H,10,11130000,NA,7,x,Mouse 28,5120,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,6.78571037,FALSE
H,11,11400000,NA,7,x,Mouse 28,5120,terminal,MI/15,A/swine/Beijing/0301/2018 (H1N1),EX001,4.52380691,FALSE
H,12,2608000,NA,7,m,mAb (4F8),64000,terminal,mAb (4F8),A/swine/Beijing/0301/2018 (H1N1),EX001,78.17808536,FALSE
A,1,43990000,NA,8,v,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,0.00000000,FALSE
A,2,45720000,NA,8,x,Mouse 29,40,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,-3.93462070,FALSE
A,3,52300000,NA,8,x,Mouse 29,40,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,-18.89982547,FALSE
A,4,46100000,NA,8,x,Mouse 30,40,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,-4.79887265,FALSE
A,5,43930000,NA,8,x,Mouse 30,40,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,0.13646083,FALSE
A,6,46910000,NA,8,x,Mouse 31,40,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,-6.64109391,FALSE
A,7,44690000,NA,8,x,Mouse 31,40,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,-1.59204306,FALSE
A,8,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
A,9,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
A,10,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
A,11,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
A,12,19810,NA,8,m,mAb (4F8),500,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,100.00347975,FALSE
B,1,43960000,NA,8,v,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,0.06823042,FALSE
B,2,41300000,NA,8,x,Mouse 29,80,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,6.11799404,FALSE
B,3,40780000,NA,8,x,Mouse 29,80,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,7.30065460,FALSE
B,4,43520000,NA,8,x,Mouse 30,80,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,1.06894320,FALSE
B,5,47610000,NA,8,x,Mouse 30,80,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,-8.23313697,FALSE
B,6,42370000,NA,8,x,Mouse 31,80,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,3.68444251,FALSE
B,7,39780000,NA,8,x,Mouse 31,80,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,9.57500183,FALSE
B,8,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
B,9,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
B,10,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
B,11,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
B,12,29320,NA,8,m,mAb (4F8),1000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,99.98185071,FALSE
C,1,44300000,NA,8,v,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,-0.70504764,FALSE
C,2,37550000,NA,8,x,Mouse 29,160,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,14.64679615,FALSE
C,3,36320000,NA,8,x,Mouse 29,160,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,17.44424324,FALSE
C,4,35680000,NA,8,x,Mouse 30,160,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,18.89982547,FALSE
C,5,35800000,NA,8,x,Mouse 30,160,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,18.62690380,FALSE
C,6,36790000,NA,8,x,Mouse 31,160,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,16.37530004,FALSE
C,7,37610000,NA,8,x,Mouse 31,160,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,14.51033532,FALSE
C,8,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
C,9,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
C,10,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
C,11,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
C,12,18330,NA,8,m,mAb (4F8),2000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,100.00684579,FALSE
D,1,44160000,NA,8,v,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,-0.38663903,FALSE
D,2,34070000,NA,8,x,Mouse 29,320,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,22.56152450,FALSE
D,3,32910000,NA,8,x,Mouse 29,320,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,25.19976729,FALSE
D,4,33360000,NA,8,x,Mouse 30,320,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,24.17631104,FALSE
D,5,33060000,NA,8,x,Mouse 30,320,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,24.85861520,FALSE
D,6,33160000,NA,8,x,Mouse 31,320,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,24.63118048,FALSE
D,7,35670000,NA,8,x,Mouse 31,320,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,18.92256894,FALSE
D,8,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
D,9,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
D,10,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
D,11,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
D,12,31310,NA,8,m,mAb (4F8),4000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,99.97732476,FALSE
E,1,42550000,NA,8,v,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,3.27506001,FALSE
E,2,34110000,NA,8,x,Mouse 29,640,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,22.47055061,FALSE
E,3,34130000,NA,8,x,Mouse 29,640,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,22.42506367,FALSE
E,4,34100000,NA,8,x,Mouse 30,640,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,22.49329409,FALSE
E,5,30920000,NA,8,x,Mouse 30,640,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,29.72571827,FALSE
E,6,34970000,NA,8,x,Mouse 31,640,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,20.51461200,FALSE
E,7,36740000,NA,8,x,Mouse 31,640,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,16.48901740,FALSE
E,8,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
E,9,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
E,10,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
E,11,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
E,12,383600,NA,8,m,mAb (4F8),8000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,99.17609497,FALSE
F,1,26500,NA,8,c,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,99.98826437,FALSE
F,2,28650000,NA,8,x,Mouse 29,1280,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,34.88848648,FALSE
F,3,32390000,NA,8,x,Mouse 29,1280,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,26.38242785,FALSE
F,4,34230000,NA,8,x,Mouse 30,1280,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,22.19762895,FALSE
F,5,31890000,NA,8,x,Mouse 30,1280,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,27.51960146,FALSE
F,6,34510000,NA,8,x,Mouse 31,1280,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,21.56081172,FALSE
F,7,33610000,NA,8,x,Mouse 31,1280,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,23.60772423,FALSE
F,8,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
F,9,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
F,10,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
F,11,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
F,12,6203000,NA,8,m,mAb (4F8),16000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,85.94075871,FALSE
G,1,21340,NA,8,c,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,100.00000000,FALSE
G,2,31780000,NA,8,x,Mouse 29,2560,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,27.76977966,FALSE
G,3,33680000,NA,8,x,Mouse 29,2560,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,23.44851992,FALSE
G,4,32400000,NA,8,x,Mouse 30,2560,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,26.35968438,FALSE
G,5,30730000,NA,8,x,Mouse 30,2560,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,30.15784425,FALSE
G,6,34410000,NA,8,x,Mouse 31,2560,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,21.78824645,FALSE
G,7,34710000,NA,8,x,Mouse 31,2560,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,21.10594228,FALSE
G,8,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
G,9,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
G,10,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
G,11,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
G,12,16870000,NA,8,m,mAb (4F8),32000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,61.68029683,FALSE
H,1,11570,NA,8,c,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,100.02222037,FALSE
H,2,35100000,NA,8,x,Mouse 29,5120,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,20.21894686,FALSE
H,3,37420000,NA,8,x,Mouse 29,5120,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,14.94246129,FALSE
H,4,36300000,NA,8,x,Mouse 30,5120,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,17.48973019,FALSE
H,5,35760000,NA,8,x,Mouse 30,5120,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,18.71787769,FALSE
H,6,35190000,NA,8,x,Mouse 31,5120,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,20.01425561,FALSE
H,7,36330000,NA,8,x,Mouse 31,5120,terminal,PBS,A/Michigan/45/2015 (H1N1),EX001,17.42149977,FALSE
H,8,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
H,9,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
H,10,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
H,11,NA,NA,8,,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,NA,TRUE
H,12,26620000,NA,8,m,mAb (4F8),64000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,39.50541135,FALSE
A,1,889900,NA,9,v,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,2.25217802,FALSE
A,2,20,NA,9,x,Mouse 32,40,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
A,3,20,NA,9,x,Mouse 32,40,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
A,4,130,NA,9,x,Mouse 33,40,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.00439449,FALSE
A,5,50,NA,9,x,Mouse 33,40,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01318348,FALSE
A,6,30,NA,9,x,Mouse 34,40,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01538073,FALSE
A,7,50,NA,9,x,Mouse 34,40,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01318348,FALSE
A,8,20,NA,9,x,Mouse 35,40,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
A,9,20,NA,9,x,Mouse 35,40,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
A,10,20,NA,9,x,Mouse 36,40,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
A,11,30,NA,9,x,Mouse 36,40,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01538073,FALSE
A,12,40,NA,9,m,mAb (4F8),500,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,100.01428210,FALSE
B,1,910400,NA,9,v,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,0.00000000,FALSE
B,2,60,NA,9,x,Mouse 32,80,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01208486,FALSE
B,3,50,NA,9,x,Mouse 32,80,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01318348,FALSE
B,4,19160,NA,9,x,Mouse 33,80,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,97.91371412,FALSE
B,5,50,NA,9,x,Mouse 33,80,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01318348,FALSE
B,6,10280,NA,9,x,Mouse 34,80,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,98.88929172,FALSE
B,7,33780,NA,9,x,Mouse 34,80,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,96.30752667,FALSE
B,8,20,NA,9,x,Mouse 35,80,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
B,9,20,NA,9,x,Mouse 35,80,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
B,10,20,NA,9,x,Mouse 36,80,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
B,11,140,NA,9,x,Mouse 36,80,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.00329587,FALSE
B,12,20,NA,9,m,mAb (4F8),1000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
C,1,760500,NA,9,v,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,16.46836514,FALSE
C,2,20,NA,9,x,Mouse 32,160,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
C,3,10,NA,9,x,Mouse 32,160,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01757797,FALSE
C,4,83690,NA,9,x,Mouse 33,160,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,90.82429716,FALSE
C,5,81410,NA,9,x,Mouse 33,160,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,91.07478330,FALSE
C,6,57690,NA,9,x,Mouse 34,160,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,93.68071806,FALSE
C,7,111100,NA,9,x,Mouse 34,160,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,87.81297035,FALSE
C,8,40,NA,9,x,Mouse 35,160,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01428210,FALSE
C,9,20,NA,9,x,Mouse 35,160,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
C,10,20,NA,9,x,Mouse 36,160,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
C,11,10,NA,9,x,Mouse 36,160,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01757797,FALSE
C,12,10,NA,9,m,mAb (4F8),2000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,100.01757797,FALSE
D,1,1011000,NA,9,v,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,-11.05215165,FALSE
D,2,20,NA,9,x,Mouse 32,320,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
D,3,40,NA,9,x,Mouse 32,320,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01428210,FALSE
D,4,271100,NA,9,x,Mouse 33,320,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,70.23499555,FALSE
D,5,395300,NA,9,x,Mouse 33,320,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,56.59009261,FALSE
D,6,298500,NA,9,x,Mouse 34,320,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,67.22476737,FALSE
D,7,364100,NA,9,x,Mouse 34,320,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,60.01779770,FALSE
D,8,60,NA,9,x,Mouse 35,320,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01208486,FALSE
D,9,30,NA,9,x,Mouse 35,320,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01538073,FALSE
D,10,7553,NA,9,x,Mouse 36,320,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,99.18888633,FALSE
D,11,30,NA,9,x,Mouse 36,320,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01538073,FALSE
D,12,20,NA,9,m,mAb (4F8),4000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
E,1,935600,NA,9,v,,NA,terminal,NA,A/Michigan/45/2015 (H1N1),EX001,-2.76853103,FALSE
E,2,40,NA,9,x,Mouse 32,640,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01428210,FALSE
E,3,20,NA,9,x,Mouse 32,640,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
E,4,423200,NA,9,x,Mouse 33,640,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,53.52493326,FALSE
E,5,497100,NA,9,x,Mouse 33,640,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,45.40610615,FALSE
E,6,719800,NA,9,x,Mouse 34,640,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,20.93976248,FALSE
E,7,513000,NA,9,x,Mouse 34,640,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,43.65929490,FALSE
E,8,90,NA,9,x,Mouse 35,640,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.00878899,FALSE
E,9,20,NA,9,x,Mouse 35,640,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01647935,FALSE
E,10,5412,NA,9,x,Mouse 36,640,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,99.42410160,FALSE
E,11,10,NA,9,x,Mouse 36,640,terminal,MI/15,A/Michigan/45/2015 (H1N1),EX001,100.01757797,FALSE
E,12,50,NA,9,m,mAb (4F8),8000,terminal,mAb (4F8),A/Michigan/45/2015 (H1N1),EX001,100.01318348,FALSE
